iter	Accuracy	Logloss
504	0.999895578	0.00162424522
505	0.999895578	0.00162424522
506	0.999895578	0.00162424522
507	0.999895578	0.00162424522
508	0.999895578	0.00162424522
509	0.999895578	0.00162424522
510	0.999895578	0.00162424522
511	0.999895578	0.00162424522
512	0.999895578	0.00162424522
513	0.999895578	0.00162424522
514	0.999895578	0.00162424522
515	0.999895578	0.00162424522
516	0.999895578	0.00162424522
517	0.999895578	0.00162424522
518	0.999895578	0.00162424522
519	0.999895578	0.00162424522
520	0.999895578	0.00162424522
521	0.999895578	0.00162424522
522	0.999895578	0.00162424522
523	0.999895578	0.00162424522
524	0.999895578	0.00162424522
525	0.999895578	0.001606843155
526	0.999895578	0.001606843155
527	0.9999010739	0.001594054754
528	0.9999065698	0.001554106914
529	0.9999065698	0.001554106914
530	0.9999065698	0.001554079229
531	0.9999065698	0.001554079229
532	0.9999065698	0.001554079229
533	0.9999065698	0.001554079229
534	0.9999065698	0.001554079229
535	0.9999065698	0.001554079229
536	0.9999065698	0.001554071882
537	0.9999065698	0.001554071882
538	0.9999065698	0.001554071882
539	0.9999065698	0.001541586878
540	0.9999065698	0.001541586878
541	0.9999065698	0.001541586878
542	0.9999065698	0.00154158196
543	0.9999065698	0.001541576827
544	0.9999065698	0.001541571696
545	0.9999065698	0.001541566567
546	0.9999065698	0.001541554521
547	0.9999065698	0.001541549398
548	0.9999065698	0.001541526596
549	0.9999065698	0.001541526596
550	0.9999065698	0.001541526596
551	0.9999065698	0.001541526596
552	0.9999065698	0.001541526596
553	0.9999065698	0.001541515163
554	0.9999093177	0.001520566042
555	0.9999120657	0.001495862166
556	0.9999120657	0.001495830886
557	0.9999120657	0.001495765561
558	0.9999120657	0.001495703291
559	0.9999120657	0.001495670796
560	0.9999120657	0.001495670796
561	0.9999230575	0.001465224542
562	0.9999258054	0.001446899877
563	0.9999258054	0.001446899877
564	0.9999258054	0.001424360486
565	0.9999258054	0.001424360486
566	0.9999258054	0.001424360486
567	0.9999258054	0.001424360486
568	0.9999258054	0.001424360486
569	0.9999258054	0.001424360486
570	0.9999258054	0.001424360486
571	0.9999258054	0.001424360486
572	0.9999230575	0.001420462505
573	0.9999230575	0.001420451522
574	0.9999230575	0.001420439605
575	0.9999230575	0.001420427697
576	0.9999230575	0.001420415817
577	0.9999230575	0.001420403928
578	0.9999230575	0.001420392048
579	0.9999230575	0.001420380177
580	0.9999230575	0.001420372661
581	0.9999230575	0.00142036515
582	0.9999230575	0.00142036515
583	0.9999230575	0.00142036515
584	0.9999230575	0.001420350779
585	0.9999230575	0.001420350779
586	0.9999230575	0.00142033642
587	0.9999230575	0.001420324577
588	0.9999230575	0.001420312744
589	0.9999230575	0.001420312744
590	0.9999230575	0.001420308051
591	0.9999230575	0.001420296206
592	0.9999230575	0.001420284392
593	0.9999230575	0.001420284392
594	0.9999230575	0.00142027346
595	0.9999230575	0.001420261642
596	0.9999230575	0.001420261642
597	0.9999230575	0.001420250727
598	0.9999230575	0.001420250727
599	0.9999230575	0.001420250727
600	0.9999230575	0.001420238927
601	0.9999230575	0.001420238927
602	0.9999230575	0.001420236963
603	0.9999230575	0.001420236963
604	0.9999230575	0.001420236963
605	0.9999230575	0.001420232272
606	0.9999230575	0.001420232272
607	0.9999230575	0.001420221374
608	0.9999230575	0.001420221374
609	0.9999230575	0.001420221374
610	0.9999230575	0.001420209592
611	0.9999230575	0.001420209592
612	0.9999230575	0.001420204932
613	0.9999230575	0.001420204932
614	0.9999230575	0.001420193159
615	0.9999230575	0.001420193159
616	0.9999230575	0.001420193159
617	0.9999230575	0.001420193159
618	0.9999230575	0.001420193159
619	0.9999230575	0.00142018847
620	0.9999230575	0.00142018847
621	0.9999230575	0.00142018847
622	0.9999230575	0.001420183783
623	0.9999230575	0.001420183783
624	0.9999230575	0.00142017202
625	0.9999230575	0.00142017202
626	0.9999230575	0.001420160266
627	0.9999230575	0.001420160266
628	0.9999230575	0.001420148521
629	0.9999230575	0.001420148521
630	0.9999230575	0.001420143836
631	0.9999230575	0.001420143836
632	0.9999230575	0.001420132988
633	0.9999230575	0.001420132988
634	0.9999230575	0.001420128305
635	0.9999230575	0.001420128305
636	0.9999230575	0.001420121135
637	0.9999230575	0.001420121135
638	0.9999230575	0.001420102421
639	0.9999230575	0.001420102421
640	0.9999230575	0.001420096556
641	0.9999230575	0.001420096556
642	0.9999230575	0.001420096556
643	0.9999230575	0.001420096556
644	0.9999230575	0.001420090695
645	0.9999230575	0.001420090695
646	0.9999230575	0.001420085278
647	0.9999230575	0.001420085278
648	0.9999230575	0.001420066593
649	0.9999230575	0.001420066593
650	0.9999230575	0.001420047938
651	0.9999230575	0.001420047938
652	0.9999230575	0.001420047938
653	0.9999230575	0.001420037146
654	0.9999230575	0.001420033419
655	0.9999230575	0.001420029694
656	0.9999230575	0.001420025971
657	0.9999230575	0.001420022249
658	0.9999230575	0.001420018528
659	0.9999230575	0.001420014809
660	0.9999230575	0.001420008955
661	0.9999230575	0.001420008955
662	0.9999230575	0.001420003103
663	0.9999230575	0.001419997253
664	0.9999230575	0.001419993535
665	0.9999230575	0.001419989819
666	0.9999230575	0.001419986104
667	0.9999230575	0.001419986104
668	0.9999230575	0.001419980699
669	0.9999230575	0.001419976986
670	0.9999230575	0.001419973273
671	0.9999230575	0.001419973273
672	0.9999230575	0.001419968631
673	0.9999230575	0.001419962785
674	0.9999230575	0.001419962785
675	0.9999230575	0.001419958145
676	0.9999230575	0.001419952301
677	0.9999230575	0.001419952301
678	0.9999230575	0.001419952301
679	0.9999230575	0.001419943968
680	0.9999230575	0.001419943968
681	0.9999230575	0.00141993857
682	0.9999230575	0.00141993857
683	0.9999230575	0.00141993857
684	0.9999230575	0.00141993857
685	0.9999230575	0.001419933931
686	0.9999230575	0.001419933931
687	0.9999230575	0.001419928535
688	0.9999230575	0.001419922698
689	0.9999230575	0.001419916864
690	0.9999230575	0.00141990945
691	0.9999230575	0.001419902042
692	0.9999230575	0.001419890388
693	0.9999230575	0.001419890388
694	0.9999230575	0.001419890388
695	0.9999230575	0.001419890388
696	0.9999230575	0.00141988456
697	0.9999230575	0.00141988456
698	0.9999230575	0.001419879929
699	0.9999230575	0.001419879929
700	0.9999230575	0.001419879929
701	0.9999230575	0.001419879929
702	0.9999230575	0.001419874103
703	0.9999230575	0.001419874103
704	0.9999230575	0.001419869119
705	0.9999230575	0.001419869119
706	0.9999230575	0.001419858355
707	0.9999230575	0.001419850955
708	0.9999230575	0.001419839327
709	0.9999230575	0.001419831932
710	0.9999230575	0.001419824543
711	0.9999230575	0.001419824543
712	0.9999230575	0.001419824543
713	0.9999230575	0.001419824543
714	0.9999230575	0.001419812913
715	0.9999230575	0.00141980553
716	0.9999230575	0.001419798152
717	0.9999230575	0.001419794466
718	0.9999230575	0.001419794466
719	0.9999230575	0.001419782844
720	0.9999230575	0.00141977124
721	0.9999230575	0.001419759635
722	0.9999230575	0.001419752265
723	0.9999230575	0.001419744901
724	0.9999230575	0.001419733314
725	0.9999230575	0.001419721737
726	0.9999230575	0.001419718057
727	0.9999230575	0.001419714379
728	0.9999230575	0.001419707025
729	0.9999230575	0.001419699678
730	0.9999230575	0.001419688109
731	0.9999230575	0.001419680767
732	0.9999230575	0.001419669207
733	0.9999230575	0.001419657643
734	0.9999230575	0.001419653974
735	0.9999230575	0.001419642419
736	0.9999230575	0.001419642419
737	0.9999230575	0.00141963178
738	0.9999230575	0.001419617112
739	0.9999230575	0.001419605587
740	0.9999230575	0.001419590942
741	0.9999230575	0.001419585175
742	0.9999230575	0.001419581519
743	0.9999230575	0.001419577863
744	0.9999230575	0.001419566336
745	0.9999230575	0.001419562682
746	0.9999230575	0.001419556922
747	0.9999230575	0.001419551164
748	0.9999230575	0.001419547512
749	0.9999230575	0.001419547512
750	0.9999230575	0.001419541756
751	0.9999230575	0.001419541756
752	0.9999230575	0.001419532599
753	0.9999230575	0.001419532599
754	0.9999230575	0.001419523448
755	0.9999230575	0.001419523448
756	0.9999230575	0.001419523448
757	0.9999230575	0.001419517695
758	0.9999230575	0.001419511944
759	0.9999230575	0.001419511944
760	0.9999230575	0.001419502801
761	0.9999230575	0.001419497053
762	0.9999230575	0.001419491307
763	0.9999230575	0.001419487663
764	0.9999230575	0.001419487663
765	0.9999230575	0.001419478529
766	0.9999230575	0.00141947489
767	0.9999230575	0.001419463403
768	0.9999230575	0.001419457663
769	0.9999230575	0.001419451926
770	0.9999230575	0.001419451926
771	0.9999230575	0.001419443599
772	0.9999230575	0.001419439961
773	0.9999230575	0.001419439961
774	0.9999230575	0.001419437557
775	0.9999230575	0.001419431822
776	0.9999230575	0.00141942609
777	0.9999230575	0.00141942609
778	0.9999230575	0.001419420359
779	0.9999230575	0.001419420359
780	0.9999230575	0.001419411239
781	0.9999230575	0.001419405511
782	0.9999230575	0.001419399785
783	0.9999230575	0.001419394061
784	0.9999230575	0.00141938834
785	0.9999230575	0.001419382622
786	0.9999230575	0.001419375351
787	0.9999230575	0.001419375351
788	0.9999230575	0.001419375351
789	0.9999230575	0.001419369634
790	0.9999230575	0.001419362369
791	0.9999230575	0.001419356654
792	0.9999230575	0.001419350942
793	0.9999230575	0.001419343682
794	0.9999230575	0.001419337971
795	0.9999230575	0.001419332263
796	0.9999230575	0.001419325009
797	0.9999230575	0.001419319303
798	0.9999230575	0.001419313599
799	0.9999230575	0.001419306349
800	0.9999230575	0.001419306349
801	0.9999230575	0.001419306349
802	0.9999230575	0.001419301076
803	0.9999230575	0.001419301076
804	0.9999230575	0.001419301076
805	0.9999230575	0.001419301076
806	0.9999230575	0.001419295804
807	0.9999230575	0.001419290106
808	0.9999230575	0.001419290106
809	0.9999230575	0.001419290106
810	0.9999230575	0.001419284411
811	0.9999230575	0.001419284411
812	0.9999230575	0.001419278023
813	0.9999230575	0.001419278023
814	0.9999230575	0.001419278023
815	0.9999230575	0.001419276065
816	0.9999230575	0.001419276065
817	0.9999230575	0.001419276065
818	0.9999230575	0.001419276065
819	0.9999230575	0.001419270372
820	0.9999230575	0.001419270372
821	0.9999230575	0.001419265108
822	0.9999230575	0.001419265108
823	0.9999230575	0.001419254908
824	0.9999230575	0.001419254908
825	0.9999230575	0.001419233081
826	0.9999230575	0.001419229459
827	0.9999230575	0.001419223769
828	0.9999230575	0.001419223769
829	0.9999230575	0.001419223769
830	0.9999230575	0.001419223769
831	0.9999230575	0.001419223769
832	0.9999230575	0.001419218081
833	0.9999230575	0.001419218081
834	0.9999230575	0.001419212823
835	0.9999230575	0.001419212823
836	0.9999285534	0.001401305854
837	0.9999285534	0.001390066519
838	0.9999285534	0.001390066519
839	0.9999285534	0.001390066519
840	0.9999285534	0.001390066519
841	0.9999285534	0.001390066519
842	0.9999285534	0.001390066519
843	0.9999285534	0.001390047728
844	0.9999285534	0.001390043989
845	0.9999285534	0.001390040251
846	0.9999285534	0.001390036515
847	0.9999285534	0.00139003278
848	0.9999285534	0.001390029047
849	0.9999285534	0.001390025315
850	0.9999285534	0.001390021585
851	0.9999285534	0.001390017856
852	0.9999285534	0.001390002952
853	0.9999285534	0.001389988072
854	0.9999285534	0.001389984357
855	0.9999285534	0.001389980643
856	0.9999285534	0.001389976931
857	0.9999285534	0.001389973221
858	0.9999285534	0.001389969511
859	0.9999285534	0.001389965804
860	0.9999285534	0.001389962098
861	0.9999285534	0.001389958393
862	0.9999285534	0.00138995469
863	0.9999285534	0.001389950989
864	0.9999285534	0.001389947289
865	0.9999285534	0.00138994359
866	0.9999285534	0.001389939893
867	0.9999285534	0.001389936197
868	0.9999285534	0.001389932503
869	0.9999285534	0.001389928811
870	0.9999285534	0.001389928811
871	0.9999285534	0.001389928811
872	0.9999285534	0.001389928811
873	0.9999285534	0.00138992366
874	0.9999285534	0.00138992366
875	0.9999285534	0.001389918511
876	0.9999285534	0.001389918511
877	0.9999285534	0.001389918511
878	0.9999285534	0.001389913364
879	0.9999285534	0.001389913364
880	0.9999285534	0.001389913364
881	0.9999285534	0.001389913364
882	0.9999285534	0.001389908219
883	0.9999285534	0.001389908219
884	0.9999285534	0.001389903076
885	0.9999285534	0.001389903076
886	0.9999285534	0.001389903076
887	0.9999285534	0.001389882518
888	0.9999285534	0.001389882518
889	0.9999285534	0.001389877385
890	0.9999285534	0.001389877385
891	0.9999285534	0.001389872254
892	0.9999285534	0.001389872254
893	0.9999285534	0.001389867125
894	0.9999285534	0.001389867125
895	0.9999285534	0.001389867125
896	0.9999285534	0.001389867125
897	0.9999285534	0.001389867125
898	0.9999285534	0.001389867125
899	0.9999285534	0.001389867125
900	0.9999285534	0.001389867125
901	0.9999285534	0.001389867125
902	0.9999285534	0.001389867125
903	0.9999285534	0.001389867125
904	0.9999285534	0.001389867125
905	0.9999285534	0.001389867125
906	0.9999285534	0.001389867125
907	0.9999285534	0.001389867125
908	0.9999285534	0.001389867125
909	0.9999285534	0.001389867125
910	0.9999285534	0.001389867125
911	0.9999285534	0.001389867125
912	0.9999285534	0.001389867125
913	0.9999285534	0.001389867125
914	0.9999285534	0.001389867125
915	0.9999285534	0.001389867125
916	0.9999285534	0.001389867125
917	0.9999285534	0.001389867125
918	0.9999285534	0.001389867125
919	0.9999285534	0.001389867125
920	0.9999285534	0.001389867125
921	0.9999285534	0.001389867125
922	0.9999285534	0.001389867125
923	0.9999285534	0.001389867125
924	0.9999285534	0.001389867125
925	0.9999285534	0.001389867125
926	0.9999285534	0.001389867125
927	0.9999285534	0.001389867125
928	0.9999285534	0.001389867125
929	0.9999285534	0.001389867125
930	0.9999285534	0.001389867125
931	0.9999285534	0.001389867125
932	0.9999285534	0.001389867125
933	0.9999285534	0.001389867125
934	0.9999285534	0.001389867125
935	0.9999285534	0.001389867125
936	0.9999285534	0.001389867125
937	0.9999285534	0.001389867125
938	0.9999285534	0.001389867125
939	0.9999285534	0.001389867125
940	0.9999285534	0.001389867125
941	0.9999285534	0.001389867125
942	0.9999285534	0.001389867125
943	0.9999285534	0.001389867125
944	0.9999285534	0.001389867125
945	0.9999285534	0.001389867125
946	0.9999285534	0.001389867125
947	0.9999285534	0.001389867125
948	0.9999285534	0.001389867125
949	0.9999285534	0.001389867125
950	0.9999285534	0.001389867125
951	0.9999285534	0.001389867125
952	0.9999285534	0.001389867125
953	0.9999285534	0.001389867125
954	0.9999285534	0.001389867125
955	0.9999285534	0.001389867125
956	0.9999285534	0.001389867125
957	0.9999285534	0.001389867125
958	0.9999285534	0.001389867125
959	0.9999285534	0.001389867125
960	0.9999285534	0.001389867125
961	0.9999285534	0.001389867125
962	0.9999285534	0.001389867125
963	0.9999285534	0.001389867125
964	0.9999285534	0.001389867125
965	0.9999285534	0.001389867125
966	0.9999285534	0.001389867125
967	0.9999285534	0.001389867125
968	0.9999285534	0.001389867125
969	0.9999285534	0.001389867125
970	0.9999285534	0.001389867125
971	0.9999285534	0.001389867125
972	0.9999285534	0.001389867125
973	0.9999285534	0.001389867125
974	0.9999285534	0.001389867125
975	0.9999285534	0.001389867125
976	0.9999285534	0.001389867125
977	0.9999285534	0.001389867125
978	0.9999285534	0.001389867125
979	0.9999285534	0.001389867125
980	0.9999285534	0.001389867125
981	0.9999285534	0.001389867125
982	0.9999285534	0.001389867125
983	0.9999285534	0.001389867125
984	0.9999285534	0.001389867125
985	0.9999285534	0.001389867125
986	0.9999285534	0.001389867125
987	0.9999285534	0.001389867125
988	0.9999285534	0.001389867125
989	0.9999285534	0.001389867125
990	0.9999285534	0.001389867125
991	0.9999285534	0.001389867125
992	0.9999285534	0.001389867125
993	0.9999285534	0.001389867125
994	0.9999285534	0.001389867125
995	0.9999285534	0.001389867125
996	0.9999285534	0.001389867125
997	0.9999285534	0.001389867125
998	0.9999285534	0.001389867125
999	0.9999285534	0.001389867125
